"animalID","animalOrder","animalFamily","animalGenericName","animalSpecificEpithet","animalScientificName","animalTaxonAggregate","animalFinestCommonTaxon","animalFinestCommonTaxonRank","animalFunctionalGroup","plantFamily","plantGenericName","plantSpecificEpithet","plantScientificName","floralForm","era","day","month","year","eventDate","animalQuantityConservativeEstimate","animalQuantityGenerousEstimate"
"K18_1179","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",11,7,2018,"2018-07-11",1,1
"K18_1182","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",11,7,2018,"2018-07-11",1,1
"K18_1175","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",11,7,2019,"2019-07-11",1,1
"K18_1285","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",11,7,2019,"2019-07-11",1,1
"K18_1286","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",11,7,2019,"2019-07-11",1,1
"K18_1264","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",11,7,2019,"2019-07-11",1,1
"K18_1160","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Caryophyllaceae","Silene","vulgaris","Silene vulgaris (Moench) Garcke","stalk disc flowers","present",11,7,2019,"2019-07-11",1,1
"K18_1155","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Caryophyllaceae","Silene","vulgaris","Silene vulgaris (Moench) Garcke","stalk disc flowers","present",11,7,2019,"2019-07-11",1,1
"K18_1159","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",11,7,2019,"2019-07-11",1,1
"K18_1256","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",11,7,2019,"2019-07-11",1,1
"K18_1266","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",12,7,2018,"2018-07-12",1,1
"K18_1268","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",12,7,2018,"2018-07-12",1,1
"K18_1255","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K18_1249","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K18_1161","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K18_1278","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K18_1136","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K19_1223","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K19_1197","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K18_1238","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K19_1672","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",12,7,2018,"2018-07-12",1,1
"K19_1674","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_1754","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1227","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_1659","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_1664","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_1665","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_1666","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1222","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",12,7,2018,"2018-07-12",1,1
"K18_1228","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",12,7,2018,"2018-07-12",1,1
"K18_1225","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",12,7,2018,"2018-07-12",1,1
"K18_1231","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",12,7,2018,"2018-07-12",1,1
"K18_1232","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",12,7,2019,"2019-07-12",1,1
"K19_102","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Rosaceae","Rubus","arcticus","Rubus arcticus L.","disk flower (hidden nectar)","present",12,7,2018,"2018-07-12",1,1
"K19_62","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Caryophyllaceae","Silene","vulgaris","Silene vulgaris (Moench) Garcke","stalk disc flowers","present",12,7,2019,"2019-07-12",1,1
"K19_63","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Caryophyllaceae","Silene","vulgaris","Silene vulgaris (Moench) Garcke","stalk disc flowers","present",12,7,2019,"2019-07-12",1,1
"K19_64","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Caryophyllaceae","Silene","vulgaris","Silene vulgaris (Moench) Garcke","stalk disc flowers","present",12,7,2019,"2019-07-12",1,1
"K19_65","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_66","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_67","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_89","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_90","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_108","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1230","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_224","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_225","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1281","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1282","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1283","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1284","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_264","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_266","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_304","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_329","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_330","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_393","Hymenoptera","Apidae","Bombus","jonellus","Bombus jonellus (Kirby, 1802)",NA,"Bombus jonellus","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1600","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1548","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K18_1559","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",12,7,2018,"2018-07-12",1,1
"K19_761","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1569","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1579","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1586","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1621","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1612","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1611","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K19_1324","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1608","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1540","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1541","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1538","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1539","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1536","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1609","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1610","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1566","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1533","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1534","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1531","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1530","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1567","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1535","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1532","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1529","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1604","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1607","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1554","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1563","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1564","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1555","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Rosaceae","Comarum","palustre","Comarum palustre L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_1562","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Caryophyllaceae","Silene","vulgaris","Silene vulgaris (Moench) Garcke","stalk disc flowers","present",13,7,2019,"2019-07-13",1,1
"K18_1601","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Caryophyllaceae","Silene","vulgaris","Silene vulgaris (Moench) Garcke","stalk disc flowers","present",13,7,2019,"2019-07-13",1,1
"K19_1222","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",15,7,2018,"2018-07-15",1,1
"K19_37","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",15,7,2018,"2018-07-15",1,1
"K18_1613","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",15,7,2018,"2018-07-15",1,1
"K19_1660","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",15,7,2018,"2018-07-15",1,1
"K19_1661","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",15,7,2018,"2018-07-15",1,1
"K19_1662","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",16,7,2018,"2018-07-16",1,1
"K19_1663","Hymenoptera","Apidae","Bombus","lucorum","Bombus lucorum (Linnaeus, 1761)","Bombus terrestris-lucorum complex","Bombus terrestris-lucorum complex","species","bumblebees","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",16,7,2018,"2018-07-16",1,1
